标题,项目,用户,状态,截止,完成时间,URL
Task 1733 vKh4GRYe,Project PRJ_69_MXR,user_477_kIQHB,已完成 / Done,2026-01-21T09:23:47.755370+00:00,,
Task 1734 T6uVK9oA,Project PRJ_181_F4G,user_381_nLbER,已完成 / Done,2026-01-24T09:23:47.755377+00:00,,
Task 1735 RnfmRIdG,Project PRJ_126_ROM,user_101_o33bW,待处理 / To Do,2026-01-08T09:23:47.755384+00:00,,
Task 1737 ygdWBUaX,Project PRJ_2_E8Z,user_918_EmXdQ,阻塞中 / Blocked,2026-01-26T09:23:47.755399+00:00,,
Task 1739 TphPjqS7,Project PRJ_73_IBI,user_356_oyhaP,待处理 / To Do,2026-01-23T09:23:47.755414+00:00,,
Task 1740 X0NmEdQl,Project PRJ_120_Q7K,user_848_h95HO,阻塞中 / Blocked,2026-01-27T09:23:47.755421+00:00,,
Task 1741 VTJVhcVC,Project PRJ_92_KYR,user_945_8C7Lq,待处理 / To Do,2026-01-23T09:23:47.755428+00:00,,
Task 1742 i8WMXEp0,Project PRJ_96_W0M,user_569_UWsls,待处理 / To Do,2026-01-24T09:23:47.755435+00:00,,
Task 1743 ifoZEUcB,Project PRJ_138_TLV,user_211_A6Bq1,待处理 / To Do,2026-01-05T09:23:47.755443+00:00,,
Task 1744 gWRoSN3Z,Project PRJ_42_W0P,user_281_fywLv,待处理 / To Do,2026-01-01T09:23:47.755450+00:00,,
Task 1745 wvPJw16R,Project PRJ_80_XZR,user_695_wyRAT,待处理 / To Do,2025-12-31T09:23:47.755459+00:00,,
Task 1746 JCbyZqpr,Project PRJ_30_MSQ,user_727_xWPyW,进行中 / In Progress,2026-01-24T09:23:47.755467+00:00,,
Task 1747 EgiXxg8Y,Project PRJ_0_9CW,user_823_o9zts,待处理 / To Do,2026-01-19T09:23:47.755476+00:00,,
Task 1748 mpOMaTey,Project PRJ_144_JTI,user_775_MvbPt,待处理 / To Do,2026-01-04T09:23:47.755484+00:00,,
Task 1749 y3IrIHl3,Project PRJ_161_9RN,user_440_QClIc,待处理 / To Do,2026-01-13T09:23:47.755491+00:00,,
Task 1750 xh62hzb0,Project PRJ_14_7K9,user_122_wfE2t,待处理 / To Do,2026-01-08T09:23:47.755499+00:00,,
Task 1751 QNC61lxM,Project PRJ_158_NKV,user_506_Izdah,待处理 / To Do,2026-01-16T09:23:47.755506+00:00,,
Task 1752 8wcoeUPY,Project PRJ_31_OCV,user_341_QGmj8,待处理 / To Do,2026-01-10T09:23:47.755513+00:00,,
Task 1753 y8ZrVK3E,Project PRJ_127_AFE,user_981_n11mj,待处理 / To Do,2026-01-21T09:23:47.755520+00:00,,
Task 1754 5Cmbsrap,Project PRJ_146_EJS,user_694_Pn7Yd,待处理 / To Do,2026-01-18T09:23:47.755527+00:00,,
Task 1755 9fNjr9L0,Project PRJ_176_T4O,user_711_Fl3df,待处理 / To Do,2026-01-08T09:23:47.755535+00:00,,
Task 1756 1vFMQmN9,Project PRJ_99_FZP,user_719_Xnu8l,待处理 / To Do,2026-01-11T09:23:47.755542+00:00,,
Task 1757 mHeuFDEZ,Project PRJ_65_ARP,user_560_P8B5j,待处理 / To Do,2026-01-06T09:23:47.755550+00:00,,
Task 1758 ixyon1b7,Project PRJ_17_WC7,user_847_lH7AV,待处理 / To Do,2026-01-19T09:23:47.755557+00:00,,
Task 1759 iXD2GJJ5,Project PRJ_51_QL6,user_782_3oE9M,待处理 / To Do,2026-01-28T09:23:47.755564+00:00,,
Task 1760 R8IN8jAh,Project PRJ_169_MJY,user_664_GyEt0,待处理 / To Do,2025-12-26T09:23:47.755572+00:00,,
Task 1761 6itC2p07,Project PRJ_118_UFN,user_758_7wxo1,待处理 / To Do,2026-01-03T09:23:47.755579+00:00,,
Task 1762 fhJrp5OA,Project PRJ_55_VOJ,user_656_vg7CX,待处理 / To Do,2026-01-22T09:23:47.755591+00:00,,
Task 1763 SrGa5mc1,Project PRJ_132_FXY,user_295_9VXaI,待处理 / To Do,2026-01-19T09:23:47.755598+00:00,,
Task 1764 b0JFNL5U,Project PRJ_107_RYE,user_677_oyWTs,待处理 / To Do,2026-01-25T09:23:47.755605+00:00,,
Task 1765 OQyM6fdK,Project PRJ_6_NXT,user_381_nLbER,待处理 / To Do,2026-01-03T09:23:47.755613+00:00,,
Task 1766 t5Of1ZVm,Project PRJ_90_I9M,user_243_ayWPA,阻塞中 / Blocked,2026-01-25T09:23:47.755620+00:00,,
Task 1768 t9k9yire,Project PRJ_52_NLX,user_59_HZL1o,待处理 / To Do,2026-01-15T09:23:47.755646+00:00,,
Task 1769 rc6c5ngS,Project PRJ_106_ZUY,user_315_6JoN4,已完成 / Done,2026-01-21T09:23:47.755654+00:00,,
Task 1770 ZPU5EPvK,Project PRJ_16_IZT,user_625_Xqw7E,已完成 / Done,2026-01-15T09:23:47.755661+00:00,,
Task 1771 ecNt2Xjc,Project PRJ_82_YNP,user_770_Szur8,待处理 / To Do,2026-01-02T09:23:47.755669+00:00,,
Task 1772 LZinuV5W,Project PRJ_48_OFT,user_790_lTWzT,已完成 / Done,2026-01-02T09:23:47.755676+00:00,,
Task 1773 XQLkxQrf,Project PRJ_25_XDR,user_589_Mmhm0,待处理 / To Do,2026-01-26T09:23:47.755684+00:00,,
Task 1774 AtLI5hAt,Project PRJ_147_DEZ,user_499_6gKBo,待处理 / To Do,2026-01-02T09:23:47.755691+00:00,,
Task 1775 a6qKytQI,Project PRJ_156_OXB,user_14_iMSjX,已完成 / Done,2026-01-10T09:23:47.755699+00:00,,
Task 1776 6uH4qsLZ,Project PRJ_140_7MV,user_745_z6Llt,已完成 / Done,2025-12-30T09:23:47.755706+00:00,,
Task 1777 kXJ3O08h,Project PRJ_24_4Z0,user_597_EKiNi,已完成 / Done,2025-12-28T09:23:47.755714+00:00,,
Task 1778 FQPUvj9t,Project PRJ_140_7MV,user_796_vTI3N,待处理 / To Do,2026-01-21T09:23:47.755721+00:00,,
Task 1779 ozHZWjgH,Project PRJ_102_7TL,user_87_sh7RU,待处理 / To Do,2026-01-14T09:23:47.755728+00:00,,
Task 1780 8iJjDACk,Project PRJ_164_Z2W,user_195_koUVd,待处理 / To Do,2026-01-15T09:23:47.755736+00:00,,
Task 1781 cgIz9Wo7,Project PRJ_82_YNP,user_92_j0iaZ,待处理 / To Do,2026-01-18T09:23:47.755744+00:00,,
Task 1782 lkaLBbVr,Project PRJ_20_NGL,user_15_vF966,待处理 / To Do,2026-01-19T09:23:47.755751+00:00,,
Task 1783 7CBfpVd8,Project PRJ_142_IIK,user_17_CiLyR,待处理 / To Do,2026-01-08T09:23:47.755759+00:00,,
Task 1784 fK2CGakh,Project PRJ_61_PKV,user_859_MOAxr,待处理 / To Do,2026-01-21T09:23:47.755766+00:00,,
Task 1785 OSImAabb,Project PRJ_143_QL6,user_897_OlUJ0,已完成 / Done,2026-01-16T09:23:47.755773+00:00,,
Task 1787 iPchrkAF,Project PRJ_57_CU7,user_236_CpXxf,待处理 / To Do,2026-01-24T09:23:47.755790+00:00,,
Task 1789 TexNu6V0,Project PRJ_9_EIY,user_709_OptJM,待处理 / To Do,2026-01-22T09:23:47.755812+00:00,,
Task 1790 u4t5w0v1,Project PRJ_83_JB5,user_932_qN3Wp,待处理 / To Do,2025-12-31T09:23:47.755821+00:00,,
Task 1791 6UDXFi2t,Project PRJ_43_7V9,user_102_fyG9s,待处理 / To Do,2026-01-14T09:23:47.755828+00:00,,
Task 1792 gsuu2rBM,Project PRJ_27_XOD,user_17_CiLyR,待处理 / To Do,2026-01-12T09:23:47.755836+00:00,,
Task 1794 Pn2M5WzL,Project PRJ_88_5S0,user_494_UeaQz,待处理 / To Do,2026-01-04T09:23:47.755850+00:00,,
Task 1795 IpKvYcMe,Project PRJ_87_XV3,user_723_J6G9m,待处理 / To Do,2026-01-05T09:23:47.755858+00:00,,
Task 1796 SjlLSbsS,Project PRJ_147_DEZ,user_440_QClIc,待处理 / To Do,2026-01-08T09:23:47.755865+00:00,,
Task 1797 e3c87Iqz,Project PRJ_19_TOW,user_540_TOOuu,已完成 / Done,2026-01-08T09:23:47.755872+00:00,,
Task 1798 Lf3laFRq,Project PRJ_21_SIH,user_939_GmC5o,进行中 / In Progress,2026-01-24T09:23:47.755880+00:00,,
Task 1799 wOtCQHND,Project PRJ_169_MJY,user_992_LqB4b,待处理 / To Do,2026-01-14T09:23:47.755887+00:00,,
Task 1800 ZXE6CHFG,Project PRJ_158_NKV,user_967_y5OZ8,待处理 / To Do,2026-01-12T09:23:47.755894+00:00,,
Task 1801 BsYiVfx6,Project PRJ_103_M7T,user_900_Tc9oh,待处理 / To Do,2026-01-19T09:23:47.755901+00:00,,
Task 1802 bERQ1QkC,Project PRJ_47_JW4,user_179_wgwSM,待处理 / To Do,2026-01-09T09:23:47.755909+00:00,,
Task 1803 IkeNDpN9,Project PRJ_134_YNF,user_941_Yhjow,待处理 / To Do,2026-01-05T09:23:47.755917+00:00,,
Task 1804 CShZ5HuM,Project PRJ_116_VVB,user_426_Qs82M,待处理 / To Do,2026-01-03T09:23:47.755925+00:00,,
Task 1805 odix2UL5,Project PRJ_135_CGN,user_511_4RflN,待处理 / To Do,2026-01-19T09:23:47.755932+00:00,,
Task 1806 d0qBTKMk,Project PRJ_150_MCO,user_222_w0AkK,待处理 / To Do,2026-01-06T09:23:47.755940+00:00,,
Task 1807 Cw30l7G6,Project PRJ_158_NKV,user_866_a6lHj,待处理 / To Do,2026-01-17T09:23:47.755948+00:00,,
Task 1808 zGYm5WnV,Project PRJ_40_DBN,user_104_Vx0e1,待处理 / To Do,2026-01-23T09:23:47.755957+00:00,,
Task 1809 WTSoVECA,Project PRJ_193_NPX,user_84_kELm0,已完成 / Done,2026-01-02T09:23:47.755965+00:00,,
Task 1810 gjiN1NDN,Project PRJ_76_NK7,user_915_sZIA0,待处理 / To Do,2026-01-03T09:23:47.755972+00:00,,
Task 1811 9ZeinXnZ,Project PRJ_195_THX,user_243_ayWPA,待处理 / To Do,2025-12-31T09:23:47.755980+00:00,,
Task 1812 s5thmj8h,Project PRJ_174_VYL,user_932_qN3Wp,待处理 / To Do,2026-01-07T09:23:47.755987+00:00,,
Task 1813 31qpvK0h,Project PRJ_60_YMQ,user_745_z6Llt,待处理 / To Do,2026-01-01T09:23:47.755994+00:00,,
Task 1814 lUqiuikF,Project PRJ_46_CYU,user_885_rjTJ0,待处理 / To Do,2026-01-19T09:23:47.756008+00:00,,
Task 1815 YMeZgi7J,Project PRJ_0_9CW,user_844_IIPIs,待处理 / To Do,2026-01-08T09:23:47.756018+00:00,,
Task 1816 iW4J3Jjo,Project PRJ_66_9OF,user_685_h6GbL,待处理 / To Do,2026-01-21T09:23:47.756028+00:00,,
Task 1817 yzkUk1nR,Project PRJ_24_4Z0,user_125_zUGgy,待处理 / To Do,2026-01-07T09:23:47.756039+00:00,,
Task 1818 wvqPhzO1,Project PRJ_20_NGL,user_60_feXB5,已完成 / Done,2026-01-04T09:23:47.756049+00:00,,
Task 1819 Y2VxL76X,Project PRJ_125_YRS,user_546_dMUth,待处理 / To Do,2026-01-05T09:23:47.756056+00:00,,
Task 1820 ezrGyXbl,Project PRJ_16_IZT,user_391_XYne8,待处理 / To Do,2026-01-17T09:23:47.756063+00:00,,
Task 1821 Ju1TLPOL,Project PRJ_53_OPN,user_766_QNE0I,待处理 / To Do,2026-01-26T09:23:47.756070+00:00,,
Task 1822 h7c70I02,Project PRJ_113_ZK8,user_531_PaXBV,待处理 / To Do,2026-01-17T09:23:47.756077+00:00,,
Task 1823 SwfSis9a,Project PRJ_176_T4O,user_475_14Vug,待处理 / To Do,2026-01-11T09:23:47.756085+00:00,,
Task 1824 PwHl9RAY,Project PRJ_88_5S0,user_873_rPjM4,待处理 / To Do,2026-01-13T09:23:47.756092+00:00,,
Task 1825 cofwY3zW,Project PRJ_189_HPD,user_341_QGmj8,待处理 / To Do,2026-01-07T09:23:47.756103+00:00,,
Task 1826 jq6s3bLd,Project PRJ_114_FI0,user_805_q9KDS,待处理 / To Do,2026-01-16T09:23:47.756110+00:00,,
Task 1827 zpOlT7LE,Project PRJ_128_05J,user_728_hYA5b,待处理 / To Do,2026-01-14T09:23:47.756117+00:00,,
Task 1828 y9FwLQ3I,Project PRJ_152_N4S,user_509_kKAqG,待处理 / To Do,2026-01-20T09:23:47.756125+00:00,,
Task 1829 HuJPiMdm,Project PRJ_127_AFE,user_287_cDqme,待处理 / To Do,2026-01-21T09:23:47.756132+00:00,,
Task 1830 Ugpy6ZNu,Project PRJ_21_SIH,user_599_KJn4V,已完成 / Done,2026-01-17T09:23:47.756139+00:00,,
Task 1831 VUDW2z2z,Project PRJ_10_NWR,user_510_DuJWK,待处理 / To Do,2026-01-11T09:23:47.756146+00:00,,
Task 1832 wz3aU4m2,Project PRJ_110_J8D,user_582_nND4L,待处理 / To Do,2026-01-07T09:23:47.756156+00:00,,
Task 1833 xP97Usg8,Project PRJ_28_HAX,user_511_4RflN,待处理 / To Do,2026-01-21T09:23:47.756163+00:00,,
Task 1834 FKKdYKWe,Project PRJ_30_MSQ,user_497_8kSbe,已完成 / Done,2026-01-08T09:23:47.756170+00:00,,
Task 1836 qQCAbIQe,Project PRJ_71_RLH,user_863_jplW2,待处理 / To Do,2026-01-03T09:23:47.756184+00:00,,
Task 1837 UtsKqOVe,Project PRJ_188_94L,user_740_BzK44,待处理 / To Do,2026-01-28T09:23:47.756191+00:00,,
Task 1838 3ZE5vLk2,Project PRJ_97_BEA,user_189_3bvfs,待处理 / To Do,2026-01-15T09:23:47.756199+00:00,,
Task 1839 mfGOcJys,Project PRJ_197_C7K,user_622_5pHBO,待处理 / To Do,2026-01-26T09:23:47.756206+00:00,,
Task 1840 eWlTF9Wm,Project PRJ_36_NCR,user_464_Lq7Aj,已完成 / Done,2026-01-28T09:23:47.756214+00:00,,
Task 1841 qQnNSb4S,Project PRJ_96_W0M,user_885_rjTJ0,待处理 / To Do,2026-01-11T09:23:47.756221+00:00,,
Task 1842 4q4gCOG8,Project PRJ_168_TTH,user_852_y66Pt,待处理 / To Do,2026-01-14T09:23:47.756228+00:00,,
Task 1843 AvpwNeZo,Project PRJ_196_SI5,user_153_pz8Y8,待处理 / To Do,2026-01-12T09:23:47.756236+00:00,,
Task 1844 5sqpN20G,Project PRJ_106_ZUY,user_691_acUed,待处理 / To Do,2026-01-11T09:23:47.756243+00:00,,
Task 1845 bcM2F0cD,Project PRJ_171_FV6,user_310_qXQhQ,阻塞中 / Blocked,2026-01-26T09:23:47.756250+00:00,,
Task 1846 NuOIqk3P,Project PRJ_181_F4G,user_892_z1PsK,待处理 / To Do,2026-01-11T09:23:47.756257+00:00,,
Task 1847 fV9GvJX9,Project PRJ_42_W0P,user_802_ZT8cl,已完成 / Done,2026-01-27T09:23:47.756264+00:00,,
Task 1848 tcmvxEh1,Project PRJ_55_VOJ,user_878_SEnTg,待处理 / To Do,2026-01-20T09:23:47.756272+00:00,,
Task 1849 4UdZFp4R,Project PRJ_92_KYR,user_24_BdF91,待处理 / To Do,2025-12-29T09:23:47.756279+00:00,,
Task 1850 24ODOVfv,Project PRJ_151_JNR,user_440_QClIc,待处理 / To Do,2026-01-12T09:23:47.756286+00:00,,
Task 1851 ABFsoa8m,Project PRJ_149_R4D,user_466_9vmM6,待处理 / To Do,2026-01-08T09:23:47.756293+00:00,,
Task 1852 XmojmYDV,Project PRJ_15_FJI,user_387_MS2AQ,待处理 / To Do,2025-12-29T09:23:47.756301+00:00,,
Task 1853 5NCtupQ7,Project PRJ_20_NGL,user_386_nklZx,待处理 / To Do,2026-01-28T09:23:47.756308+00:00,,
Task 1855 GZzfdMRf,Project PRJ_164_Z2W,user_748_6jUqB,待处理 / To Do,2025-12-30T09:23:47.756322+00:00,,
Task 1856 ia6vmpT9,Project PRJ_104_YJV,user_229_SrQEO,已完成 / Done,2026-01-03T09:23:47.756330+00:00,,
Task 1857 rYv9x14v,Project PRJ_47_JW4,user_968_avbHJ,待处理 / To Do,2026-01-17T09:23:47.756337+00:00,,
Task 1858 QSxq9szK,Project PRJ_8_QQD,user_982_rK1j9,已完成 / Done,2026-01-28T09:23:47.756350+00:00,,
Task 1859 cqkxW4f3,Project PRJ_79_IHT,user_716_XGH8j,待处理 / To Do,2026-01-22T09:23:47.756357+00:00,,
Task 1860 WcPh6tHO,Project PRJ_2_E8Z,user_665_fWrgB,待处理 / To Do,2026-01-05T09:23:47.756364+00:00,,
Task 1861 Ze0it99N,Project PRJ_197_C7K,user_560_P8B5j,已完成 / Done,2026-01-08T09:23:47.756371+00:00,,
Task 1862 yMU8Q8x0,Project PRJ_99_FZP,user_234_ZekvW,待处理 / To Do,2026-01-27T09:23:47.756378+00:00,,
Task 1863 6xvnnKIY,Project PRJ_107_RYE,user_815_QDgkW,待处理 / To Do,2026-01-09T09:23:47.756385+00:00,,
Task 1864 UXRnYOh6,Project PRJ_67_UOD,user_479_JHJ2o,待处理 / To Do,2026-01-08T09:23:47.756392+00:00,,
Task 1865 F8aLx7bD,Project PRJ_49_T9L,user_538_awmhf,已完成 / Done,2026-01-21T09:23:47.756399+00:00,,
Task 1866 O3Akrmru,Project PRJ_165_6KQ,user_998_srhiT,待处理 / To Do,2026-01-17T09:23:47.756407+00:00,,
Task 1867 I2YNbP5P,Project PRJ_130_4CW,user_254_8M25B,待处理 / To Do,2026-01-15T09:23:47.756414+00:00,,
Task 1868 7ZwaJXZa,Project PRJ_67_UOD,user_35_N41e4,待处理 / To Do,2026-01-18T09:23:47.756422+00:00,,
Task 1869 ilxMD2D6,Project PRJ_63_OLJ,user_335_39Lj2,待处理 / To Do,2026-01-17T09:23:47.756428+00:00,,
Task 1870 jBeAHv3n,Project PRJ_47_JW4,user_67_EbozH,待处理 / To Do,2026-01-18T09:23:47.756436+00:00,,
Task 1871 zed6fthU,Project PRJ_195_THX,user_559_C9iwz,待处理 / To Do,2026-01-02T09:23:47.756443+00:00,,
Task 1872 DtvNmQDZ,Project PRJ_154_E4E,user_619_xO9VT,待处理 / To Do,2026-01-02T09:23:47.756450+00:00,,
Task 1873 yZT2jC2V,Project PRJ_135_CGN,user_940_MCeT0,待处理 / To Do,2026-01-01T09:23:47.756459+00:00,,
Task 1874 ZY87L6il,Project PRJ_29_W9W,user_620_KbAuA,待处理 / To Do,2026-01-05T09:23:47.756466+00:00,,
Task 1875 2O9v6bxQ,Project PRJ_63_OLJ,user_843_FGYl8,待处理 / To Do,2026-01-13T09:23:47.756473+00:00,,
Task 1876 TgM0f53m,Project PRJ_103_M7T,user_933_U42Ef,阻塞中 / Blocked,2026-01-25T09:23:47.756480+00:00,,
Task 1877 pau79dFF,Project PRJ_107_RYE,user_401_Muew8,待处理 / To Do,2026-01-12T09:23:47.756487+00:00,,
Task 1878 rERna2YC,Project PRJ_53_OPN,user_810_zfhcO,待处理 / To Do,2026-01-11T09:23:47.756494+00:00,,
Task 1879 L0ly9TOR,Project PRJ_163_LFK,user_259_PP1UK,待处理 / To Do,2026-01-10T09:23:47.756501+00:00,,
Task 1880 fgiih1nn,Project PRJ_177_NVU,user_460_tHsf9,待处理 / To Do,2026-01-13T09:23:47.756509+00:00,,
Task 1881 4Sf8Z2Wa,Project PRJ_113_ZK8,user_488_ZRTiB,待处理 / To Do,2026-01-16T09:23:47.756516+00:00,,
Task 1883 YsHZ6f9p,Project PRJ_19_TOW,user_762_XDJCp,待处理 / To Do,2026-01-05T09:23:47.756530+00:00,,
Task 1884 QTp6uiBI,Project PRJ_80_XZR,user_514_Ur11u,待处理 / To Do,2026-01-13T09:23:47.756537+00:00,,
Task 1885 BjMtg7Yi,Project PRJ_27_XOD,user_309_SCt5N,阻塞中 / Blocked,2026-01-24T09:23:47.756544+00:00,,
Task 1886 l9kenE4M,Project PRJ_118_UFN,user_89_tlysZ,已完成 / Done,2026-01-26T09:23:47.756551+00:00,,
Task 1887 FVNLFzoi,Project PRJ_131_WQZ,user_590_ZoExp,已完成 / Done,2026-01-15T09:23:47.756558+00:00,,
Task 1888 KT1rVXUn,Project PRJ_195_THX,user_767_2g66M,已完成 / Done,2026-01-08T09:23:47.756571+00:00,,
Task 1890 65E4FLOU,Project PRJ_19_TOW,user_114_cPAGC,待处理 / To Do,2026-01-19T09:23:47.756587+00:00,,
Task 1891 WA9kTztH,Project PRJ_14_7K9,user_77_tbs4g,待处理 / To Do,2026-01-04T09:23:47.756594+00:00,,
Task 1893 iF82FbOt,Project PRJ_108_OQE,user_946_rOfcY,待处理 / To Do,2025-12-30T09:23:47.756608+00:00,,
Task 1894 rqXczj1e,Project PRJ_92_KYR,user_818_V5STO,待处理 / To Do,2026-01-03T09:23:47.756615+00:00,,
Task 1895 OO5Tteph,Project PRJ_136_DBX,user_506_Izdah,待处理 / To Do,2026-01-12T09:23:47.756622+00:00,,
Task 1896 5zF1rhS8,Project PRJ_140_7MV,user_939_GmC5o,待处理 / To Do,2026-01-06T09:23:47.756631+00:00,,
Task 1897 1oM2rUcP,Project PRJ_117_FBU,user_600_qpKDn,阻塞中 / Blocked,2026-01-24T09:23:47.756638+00:00,,
Task 1898 E3gODpRc,Project PRJ_4_NHA,user_111_vvh3i,待处理 / To Do,2026-01-13T09:23:47.756645+00:00,,
Task 1900 oPKjmXVj,Project PRJ_190_EII,user_114_cPAGC,待处理 / To Do,2026-01-01T09:23:47.756659+00:00,,
Task 1901 U4rGxVbN,Project PRJ_101_U2O,user_622_5pHBO,待处理 / To Do,2026-01-02T09:23:47.756667+00:00,,
Task 1902 xNzt1X0S,Project PRJ_193_NPX,user_560_P8B5j,待处理 / To Do,2026-01-13T09:23:47.756674+00:00,,
Task 1904 WhS2mHw4,Project PRJ_112_EF0,user_159_A4MWY,待处理 / To Do,2026-01-19T09:23:47.756688+00:00,,
Task 1905 Vz8MRO1m,Project PRJ_174_VYL,user_874_FHDgC,已完成 / Done,2026-01-21T09:23:47.756695+00:00,,
Task 1906 Qg2Qk8j6,Project PRJ_14_7K9,user_133_Lwd56,待处理 / To Do,2026-01-11T09:23:47.756703+00:00,,
Task 1907 A9YgOUzO,Project PRJ_32_CHI,user_279_Mi2Kk,已完成 / Done,2026-01-14T09:23:47.756710+00:00,,
Task 1908 9j7GyBus,Project PRJ_152_N4S,user_671_hImfG,待处理 / To Do,2026-01-09T09:23:47.756717+00:00,,
Task 1909 3yGaU7a0,Project PRJ_105_T2I,user_842_C2zjO,待处理 / To Do,2026-01-04T09:23:47.756724+00:00,,
Task 1910 UfWAwdut,Project PRJ_100_ECJ,user_128_xUGIW,待处理 / To Do,2026-01-09T09:23:47.756731+00:00,,
Task 1911 55VjWevH,Project PRJ_156_OXB,user_587_bvUoB,待处理 / To Do,2026-01-19T09:23:47.756738+00:00,,
Task 1912 eLgfC8jG,Project PRJ_84_8IE,user_769_p4DUf,待处理 / To Do,2025-12-30T09:23:47.756745+00:00,,
Task 1913 UxvdAXtI,Project PRJ_133_22A,user_108_0UUXG,待处理 / To Do,2026-01-12T09:23:47.756752+00:00,,
Task 1914 1fziZCDh,Project PRJ_93_K6A,user_291_p0P8X,待处理 / To Do,2026-01-20T09:23:47.756760+00:00,,
Task 1916 8i3CUs4B,Project PRJ_115_8NB,user_226_zJeXV,待处理 / To Do,2026-01-08T09:23:47.756778+00:00,,
Task 1917 YGwnrJny,Project PRJ_103_M7T,user_669_WqRdf,待处理 / To Do,2026-01-03T09:23:47.756786+00:00,,
Task 1918 aywtIhkd,Project PRJ_143_QL6,user_80_WZK30,已完成 / Done,2026-01-10T09:23:47.756793+00:00,,
Task 1919 kpsMykog,Project PRJ_98_RQM,user_325_abbm0,待处理 / To Do,2026-01-25T09:23:47.756800+00:00,,
Task 1920 zueqne6h,Project PRJ_181_F4G,user_295_9VXaI,待处理 / To Do,2026-01-09T09:23:47.756808+00:00,,
Task 1921 CjeHkRm7,Project PRJ_54_HM5,user_763_q1boB,待处理 / To Do,2025-12-31T09:23:47.756814+00:00,,
Task 1922 6qRLWLFR,Project PRJ_82_YNP,user_64_gP7nY,待处理 / To Do,2026-01-15T09:23:47.756822+00:00,,
Task 1923 HMs3Q4HB,Project PRJ_20_NGL,user_180_WPaaV,已完成 / Done,2026-01-25T09:23:47.756829+00:00,,
Task 1924 kKZOP5pN,Project PRJ_83_JB5,user_708_xjUdh,待处理 / To Do,2026-01-06T09:23:47.756836+00:00,,
Task 1925 QLSa2OzH,Project PRJ_10_NWR,user_530_6WJtI,待处理 / To Do,2026-01-14T09:23:47.756843+00:00,,
Task 1926 SLu66o0w,Project PRJ_16_IZT,user_104_Vx0e1,待处理 / To Do,2026-01-03T09:23:47.756850+00:00,,
Task 1927 Vu2S9MJo,Project PRJ_153_ZIU,user_17_CiLyR,待处理 / To Do,2026-01-26T09:23:47.756857+00:00,,
Task 1929 1A8ZQU3S,Project PRJ_106_ZUY,user_429_3XPtc,待处理 / To Do,2026-01-10T09:23:47.756872+00:00,,
Task 1930 u3oUYlae,Project PRJ_122_FJH,user_605_9dRON,待处理 / To Do,2026-01-06T09:23:47.756879+00:00,,
Task 1931 c3WQ4fRe,Project PRJ_56_GF4,user_849_R8gqO,已完成 / Done,2026-01-25T09:23:47.756886+00:00,,
Task 1932 G0bjNf6B,Project PRJ_11_CAD,user_492_hXvWc,已完成 / Done,2026-01-16T09:23:47.756893+00:00,,
Task 1933 vJPAqg1v,Project PRJ_160_HGY,user_471_8Vwj0,待处理 / To Do,2026-01-14T09:23:47.756900+00:00,,
Task 1934 dpp88PlU,Project PRJ_171_FV6,user_159_A4MWY,已完成 / Done,2026-01-15T09:23:47.756908+00:00,,
Task 1936 BM13gZfZ,Project PRJ_134_YNF,user_709_OptJM,待处理 / To Do,2026-01-19T09:23:47.756922+00:00,,
Task 1937 fkU5i9wY,Project PRJ_69_MXR,user_51_qAg45,待处理 / To Do,2026-01-07T09:23:47.756929+00:00,,
Task 1938 qntU3Czd,Project PRJ_156_OXB,user_782_3oE9M,待处理 / To Do,2026-01-18T09:23:47.756936+00:00,,
Task 1939 genYkYBj,Project PRJ_17_WC7,user_336_3pDQU,待处理 / To Do,2026-01-08T09:23:47.756943+00:00,,
Task 1941 zmt22UVl,Project PRJ_55_VOJ,user_272_VZJj5,待处理 / To Do,2026-01-16T09:23:47.756958+00:00,,
Task 1942 sfnG2BcO,Project PRJ_93_K6A,user_506_Izdah,待处理 / To Do,2026-01-23T09:23:47.756965+00:00,,
Task 1943 cZrqGjnV,Project PRJ_40_DBN,user_606_Bshx4,待处理 / To Do,2026-01-18T09:23:47.756972+00:00,,
Task 1944 eTGHWxQB,Project PRJ_7_ZL8,user_193_etDFo,阻塞中 / Blocked,2026-01-28T09:23:47.756979+00:00,,
Task 1945 5gx458V8,Project PRJ_88_5S0,user_990_rcLgZ,待处理 / To Do,2026-01-12T09:23:47.756986+00:00,,
Task 1946 iQOvJycZ,Project PRJ_40_DBN,user_2_YKmEy,待处理 / To Do,2026-01-13T09:23:47.756994+00:00,,
Task 1948 CtlUmBQ8,Project PRJ_46_CYU,user_237_Gbzhv,已完成 / Done,2026-01-15T09:23:47.757011+00:00,,
Task 1950 mP3EOIKA,Project PRJ_64_VKR,user_123_GeMaP,待处理 / To Do,2026-01-07T09:23:47.757026+00:00,,
Task 1952 5DdtnSza,Project PRJ_142_IIK,user_817_o6ANu,待处理 / To Do,2026-01-20T09:23:47.757043+00:00,,
Task 1953 ESZNv73Z,Project PRJ_89_LKK,user_405_B4i3K,待处理 / To Do,2026-01-08T09:23:47.757052+00:00,,
Task 1954 Sx6EcKLE,Project PRJ_57_CU7,user_269_AJSDa,待处理 / To Do,2026-01-25T09:23:47.757062+00:00,,
Task 1955 iwz0HklG,Project PRJ_167_IUJ,user_935_WJG6E,进行中 / In Progress,2026-01-25T09:23:47.757073+00:00,,
