ID,标题,项目,负责人,协作人,状态,优先级,截止时间,完成时间,创建时间,URL,内容
1690,Task 1689 3OQQUogE,Project PRJ_38_W0C,user_654_Q1HXF,,待处理 / To Do,中 / Medium,2026-01-18 09:23:47,,2026-01-28 01:03:57,,Auto generated task content.
1691,Task 1690 WQrhIYrt,Project PRJ_94_AS8,user_426_Qs82M,,待处理 / To Do,中 / Medium,2026-01-08 09:23:47,,2026-01-28 01:03:57,,Auto generated task content.
1692,Task 1691 oomZXJpb,Project PRJ_191_8YM,user_476_6NmpP,,待处理 / To Do,中 / Medium,2026-01-21 09:23:47,,2026-01-28 01:03:57,,Auto generated task content.
1694,Task 1693 AxEiEjyj,Project PRJ_176_T4O,user_121_vIR1f,,待处理 / To Do,中 / Medium,2026-01-22 09:23:47,,2026-01-28 01:03:57,,Auto generated task content.
1695,Task 1694 NdFEzVEn,Project PRJ_193_NPX,user_487_72CXu,,待处理 / To Do,中 / Medium,2026-01-08 09:23:47,,2026-01-28 01:03:57,,Auto generated task content.
1696,Task 1695 JEWU2toY,Project PRJ_177_NVU,user_670_NqdWA,,待处理 / To Do,中 / Medium,2026-01-06 09:23:47,,2026-01-28 01:03:57,,Auto generated task content.
1697,Task 1696 frhxEkGv,Project PRJ_25_XDR,user_789_wJgta,,待处理 / To Do,中 / Medium,2026-01-13 09:23:47,,2026-01-28 01:03:57,,Auto generated task content.
1698,Task 1697 EBzns1yu,Project PRJ_174_VYL,user_120_2QLcU,,已完成 / Done,中 / Medium,2026-01-27 09:23:47,,2026-01-28 01:03:57,,Auto generated task content.
1699,Task 1698 fZ8JqwaU,Project PRJ_124_9RN,user_545_jNRTG,,待处理 / To Do,中 / Medium,2026-01-16 09:23:47,,2026-01-28 01:03:57,,Auto generated task content.
1700,Task 1699 vVCAA5wS,Project PRJ_38_W0C,user_180_WPaaV,,待处理 / To Do,中 / Medium,2026-01-21 09:23:47,,2026-01-28 01:03:57,,Auto generated task content.
1701,Task 1700 GnkiE2OQ,Project PRJ_119_OJT,user_606_Bshx4,,待处理 / To Do,中 / Medium,2025-12-27 09:23:47,,2026-01-28 01:03:57,,Auto generated task content.
1702,Task 1701 xKrL6EaS,Project PRJ_98_RQM,user_219_qpLh3,,待处理 / To Do,中 / Medium,2026-01-18 09:23:47,,2026-01-28 01:03:57,,Auto generated task content.
1703,Task 1702 oRd4wYvr,Project PRJ_121_DJC,user_726_lhpss,,待处理 / To Do,中 / Medium,2026-01-17 09:23:47,,2026-01-28 01:03:57,,Auto generated task content.
1704,Task 1703 lb6vKHHA,Project PRJ_13_EPO,user_987_x1ifa,,已完成 / Done,中 / Medium,2026-01-08 09:23:47,,2026-01-28 01:03:57,,Auto generated task content.
1705,Task 1704 ToJ6LoZ6,Project PRJ_127_AFE,user_856_3rREO,,待处理 / To Do,中 / Medium,2026-01-04 09:23:47,,2026-01-28 01:03:57,,Auto generated task content.
1706,Task 1705 Z6E0hXIb,Project PRJ_197_C7K,user_866_a6lHj,,待处理 / To Do,中 / Medium,2026-01-23 09:23:47,,2026-01-28 01:03:57,,Auto generated task content.
1707,Task 1706 898tShhJ,Project PRJ_14_7K9,user_463_XhVX0,,待处理 / To Do,中 / Medium,2026-01-07 09:23:47,,2026-01-28 01:03:57,,Auto generated task content.
1708,Task 1707 tXmmW3rS,Project PRJ_50_8I2,user_628_Qkz1N,,待处理 / To Do,中 / Medium,2025-12-28 09:23:47,,2026-01-28 01:03:57,,Auto generated task content.
1709,Task 1708 VsbqP8Q1,Project PRJ_129_ZLN,user_665_fWrgB,,待处理 / To Do,中 / Medium,2026-01-11 09:23:47,,2026-01-28 01:03:57,,Auto generated task content.
1710,Task 1709 hA4W7KZS,Project PRJ_20_NGL,user_650_Du9u1,,待处理 / To Do,中 / Medium,2026-01-21 09:23:47,,2026-01-28 01:03:57,,Auto generated task content.
1711,Task 1710 xQvNPxk4,Project PRJ_54_HM5,user_215_C8p2X,,已完成 / Done,中 / Medium,2026-01-01 09:23:47,,2026-01-28 01:03:57,,Auto generated task content.
1712,Task 1711 Xb37QY4J,Project PRJ_91_NKO,user_899_fAGce,,待处理 / To Do,中 / Medium,2026-01-11 09:23:47,,2026-01-28 01:03:57,,Auto generated task content.
1714,Task 1713 AAzQxYdE,Project PRJ_14_7K9,user_416_QMf5V,,待处理 / To Do,中 / Medium,2026-01-02 09:23:47,,2026-01-28 01:03:57,,Auto generated task content.
1716,Task 1715 9N09TAap,项目三(3)55555,user_411_5b02C,,待处理 / To Do,中 / Medium,2026-01-25 09:23:47,,2026-01-28 01:03:57,,Auto generated task content.
1717,Task 1716 lwau5s2k,Project PRJ_92_KYR,user_124_RKKcT,,待处理 / To Do,中 / Medium,2026-01-26 09:23:47,,2026-01-28 01:03:57,,Auto generated task content.
1719,Task 1718 UGYadZCp,Project PRJ_113_ZK8,user_170_A7H77,,已完成 / Done,中 / Medium,2025-12-31 09:23:47,,2026-01-28 01:03:57,,Auto generated task content.
1720,Task 1719 dw8YgBBy,Project PRJ_112_EF0,user_830_IpvTQ,,待处理 / To Do,中 / Medium,2026-01-25 09:23:47,,2026-01-28 01:03:57,,Auto generated task content.
1721,Task 1720 7qgoYk4I,Project PRJ_186_QFT,user_483_iqe8V,,待处理 / To Do,中 / Medium,2025-12-26 09:23:47,,2026-01-28 01:03:57,,Auto generated task content.
1722,Task 1721 EcT0Ygf2,Project PRJ_6_NXT,user_231_GE1J2,,待处理 / To Do,中 / Medium,2026-01-22 09:23:47,,2026-01-28 01:03:57,,Auto generated task content.
1723,Task 1722 0AP3XtXz,Project PRJ_66_9OF,user_83_OJLNr,,待处理 / To Do,中 / Medium,2026-01-17 09:23:47,,2026-01-28 01:03:57,,Auto generated task content.
1724,Task 1723 Xa9AD6L6,Project PRJ_81_HGJ,user_442_AMdiw,,待处理 / To Do,中 / Medium,2025-12-30 09:23:47,,2026-01-28 01:03:57,,Auto generated task content.
1725,Task 1724 f1DJqZ2h,Project PRJ_27_XOD,user_96_mOqgQ,,待处理 / To Do,中 / Medium,2026-01-03 09:23:47,,2026-01-28 01:03:57,,Auto generated task content.
1727,Task 1726 47KWKmGQ,Project PRJ_23_TZY,user_600_qpKDn,,进行中 / In Progress,中 / Medium,2026-01-27 09:23:47,,2026-01-28 01:03:57,,Auto generated task content.
1729,Task 1728 dhJVuk68,Project PRJ_60_YMQ,user_50_t5ytv,,待处理 / To Do,中 / Medium,2026-01-23 09:23:47,,2026-01-28 01:03:57,,Auto generated task content.
1730,Task 1729 4RKpce0q,Project PRJ_99_FZP,user_458_WcrcC,,已完成 / Done,中 / Medium,2026-01-20 09:23:47,,2026-01-28 01:03:57,,Auto generated task content.
1731,Task 1730 o5BX2hWW,Project PRJ_52_NLX,user_76_u3nsc,,待处理 / To Do,中 / Medium,2026-01-16 09:23:47,,2026-01-28 01:03:57,,Auto generated task content.
1732,Task 1731 2Br1NhUF,Project PRJ_177_NVU,user_630_bkK7G,,待处理 / To Do,中 / Medium,2026-01-18 09:23:47,,2026-01-28 01:03:57,,Auto generated task content.
1733,Task 1732 Q7wlB1tR,Project PRJ_158_NKV,user_783_53Rmk,,待处理 / To Do,中 / Medium,2026-01-05 09:23:47,,2026-01-28 01:03:57,,Auto generated task content.
1734,Task 1733 vKh4GRYe,Project PRJ_69_MXR,user_477_kIQHB,,已完成 / Done,中 / Medium,2026-01-21 09:23:47,,2026-01-28 01:03:57,,Auto generated task content.
1735,Task 1734 T6uVK9oA,Project PRJ_181_F4G,user_381_nLbER,,已完成 / Done,中 / Medium,2026-01-24 09:23:47,,2026-01-28 01:03:57,,Auto generated task content.
1736,Task 1735 RnfmRIdG,Project PRJ_126_ROM,user_101_o33bW,,待处理 / To Do,中 / Medium,2026-01-08 09:23:47,,2026-01-28 01:03:57,,Auto generated task content.
1738,Task 1737 ygdWBUaX,Project PRJ_2_E8Z,user_918_EmXdQ,,阻塞中 / Blocked,中 / Medium,2026-01-26 09:23:47,,2026-01-28 01:03:57,,Auto generated task content.
1740,Task 1739 TphPjqS7,Project PRJ_73_IBI,user_356_oyhaP,,待处理 / To Do,中 / Medium,2026-01-23 09:23:47,,2026-01-28 01:03:57,,Auto generated task content.
1741,Task 1740 X0NmEdQl,Project PRJ_120_Q7K,user_848_h95HO,,阻塞中 / Blocked,中 / Medium,2026-01-27 09:23:47,,2026-01-28 01:03:57,,Auto generated task content.
1742,Task 1741 VTJVhcVC,Project PRJ_92_KYR,user_945_8C7Lq,,待处理 / To Do,中 / Medium,2026-01-23 09:23:47,,2026-01-28 01:03:57,,Auto generated task content.
1743,Task 1742 i8WMXEp0,Project PRJ_96_W0M,user_569_UWsls,,待处理 / To Do,中 / Medium,2026-01-24 09:23:47,,2026-01-28 01:03:57,,Auto generated task content.
1744,Task 1743 ifoZEUcB,Project PRJ_138_TLV,user_211_A6Bq1,,待处理 / To Do,中 / Medium,2026-01-05 09:23:47,,2026-01-28 01:03:57,,Auto generated task content.
1745,Task 1744 gWRoSN3Z,Project PRJ_42_W0P,user_281_fywLv,,待处理 / To Do,中 / Medium,2026-01-01 09:23:47,,2026-01-28 01:03:57,,Auto generated task content.
1746,Task 1745 wvPJw16R,Project PRJ_80_XZR,user_695_wyRAT,,待处理 / To Do,中 / Medium,2025-12-31 09:23:47,,2026-01-28 01:03:57,,Auto generated task content.
1747,Task 1746 JCbyZqpr,Project PRJ_30_MSQ,user_727_xWPyW,,进行中 / In Progress,中 / Medium,2026-01-24 09:23:47,,2026-01-28 01:03:57,,Auto generated task content.
1748,Task 1747 EgiXxg8Y,Project PRJ_0_9CW,user_823_o9zts,,待处理 / To Do,中 / Medium,2026-01-19 09:23:47,,2026-01-28 01:03:57,,Auto generated task content.
1749,Task 1748 mpOMaTey,Project PRJ_144_JTI,user_775_MvbPt,,待处理 / To Do,中 / Medium,2026-01-04 09:23:47,,2026-01-28 01:03:57,,Auto generated task content.
1750,Task 1749 y3IrIHl3,Project PRJ_161_9RN,user_440_QClIc,,待处理 / To Do,中 / Medium,2026-01-13 09:23:47,,2026-01-28 01:03:57,,Auto generated task content.
1751,Task 1750 xh62hzb0,Project PRJ_14_7K9,user_122_wfE2t,,待处理 / To Do,中 / Medium,2026-01-08 09:23:47,,2026-01-28 01:03:57,,Auto generated task content.
1752,Task 1751 QNC61lxM,Project PRJ_158_NKV,user_506_Izdah,,待处理 / To Do,中 / Medium,2026-01-16 09:23:47,,2026-01-28 01:03:57,,Auto generated task content.
1753,Task 1752 8wcoeUPY,Project PRJ_31_OCV,user_341_QGmj8,,待处理 / To Do,中 / Medium,2026-01-10 09:23:47,,2026-01-28 01:03:57,,Auto generated task content.
1754,Task 1753 y8ZrVK3E,Project PRJ_127_AFE,user_981_n11mj,,待处理 / To Do,中 / Medium,2026-01-21 09:23:47,,2026-01-28 01:03:57,,Auto generated task content.
1755,Task 1754 5Cmbsrap,Project PRJ_146_EJS,user_694_Pn7Yd,,待处理 / To Do,中 / Medium,2026-01-18 09:23:47,,2026-01-28 01:03:57,,Auto generated task content.
1756,Task 1755 9fNjr9L0,Project PRJ_176_T4O,user_711_Fl3df,,待处理 / To Do,中 / Medium,2026-01-08 09:23:47,,2026-01-28 01:03:57,,Auto generated task content.
1757,Task 1756 1vFMQmN9,Project PRJ_99_FZP,user_719_Xnu8l,,待处理 / To Do,中 / Medium,2026-01-11 09:23:47,,2026-01-28 01:03:57,,Auto generated task content.
1758,Task 1757 mHeuFDEZ,Project PRJ_65_ARP,user_560_P8B5j,,待处理 / To Do,中 / Medium,2026-01-06 09:23:47,,2026-01-28 01:03:57,,Auto generated task content.
1759,Task 1758 ixyon1b7,Project PRJ_17_WC7,user_847_lH7AV,,待处理 / To Do,中 / Medium,2026-01-19 09:23:47,,2026-01-28 01:03:57,,Auto generated task content.
1760,Task 1759 iXD2GJJ5,Project PRJ_51_QL6,user_782_3oE9M,,待处理 / To Do,中 / Medium,2026-01-28 09:23:47,,2026-01-28 01:03:57,,Auto generated task content.
1761,Task 1760 R8IN8jAh,Project PRJ_169_MJY,user_664_GyEt0,,待处理 / To Do,中 / Medium,2025-12-26 09:23:47,,2026-01-28 01:03:57,,Auto generated task content.
1762,Task 1761 6itC2p07,Project PRJ_118_UFN,user_758_7wxo1,,待处理 / To Do,中 / Medium,2026-01-03 09:23:47,,2026-01-28 01:03:57,,Auto generated task content.
1763,Task 1762 fhJrp5OA,Project PRJ_55_VOJ,user_656_vg7CX,,待处理 / To Do,中 / Medium,2026-01-22 09:23:47,,2026-01-28 01:03:57,,Auto generated task content.
1764,Task 1763 SrGa5mc1,Project PRJ_132_FXY,user_295_9VXaI,,待处理 / To Do,中 / Medium,2026-01-19 09:23:47,,2026-01-28 01:03:57,,Auto generated task content.
1765,Task 1764 b0JFNL5U,Project PRJ_107_RYE,user_677_oyWTs,,待处理 / To Do,中 / Medium,2026-01-25 09:23:47,,2026-01-28 01:03:57,,Auto generated task content.
1766,Task 1765 OQyM6fdK,Project PRJ_6_NXT,user_381_nLbER,,待处理 / To Do,中 / Medium,2026-01-03 09:23:47,,2026-01-28 01:03:57,,Auto generated task content.
1767,Task 1766 t5Of1ZVm,Project PRJ_90_I9M,user_243_ayWPA,,阻塞中 / Blocked,中 / Medium,2026-01-25 09:23:47,,2026-01-28 01:03:57,,Auto generated task content.
1769,Task 1768 t9k9yire,Project PRJ_52_NLX,user_59_HZL1o,,待处理 / To Do,中 / Medium,2026-01-15 09:23:47,,2026-01-28 01:03:57,,Auto generated task content.
1770,Task 1769 rc6c5ngS,Project PRJ_106_ZUY,user_315_6JoN4,,已完成 / Done,中 / Medium,2026-01-21 09:23:47,,2026-01-28 01:03:57,,Auto generated task content.
1771,Task 1770 ZPU5EPvK,Project PRJ_16_IZT,user_625_Xqw7E,,已完成 / Done,中 / Medium,2026-01-15 09:23:47,,2026-01-28 01:03:57,,Auto generated task content.
1772,Task 1771 ecNt2Xjc,Project PRJ_82_YNP,user_770_Szur8,,待处理 / To Do,中 / Medium,2026-01-02 09:23:47,,2026-01-28 01:03:57,,Auto generated task content.
1773,Task 1772 LZinuV5W,Project PRJ_48_OFT,user_790_lTWzT,,已完成 / Done,中 / Medium,2026-01-02 09:23:47,,2026-01-28 01:03:57,,Auto generated task content.
1774,Task 1773 XQLkxQrf,Project PRJ_25_XDR,user_589_Mmhm0,,待处理 / To Do,中 / Medium,2026-01-26 09:23:47,,2026-01-28 01:03:57,,Auto generated task content.
1775,Task 1774 AtLI5hAt,Project PRJ_147_DEZ,user_499_6gKBo,,待处理 / To Do,中 / Medium,2026-01-02 09:23:47,,2026-01-28 01:03:57,,Auto generated task content.
1776,Task 1775 a6qKytQI,Project PRJ_156_OXB,user_14_iMSjX,,已完成 / Done,中 / Medium,2026-01-10 09:23:47,,2026-01-28 01:03:57,,Auto generated task content.
1777,Task 1776 6uH4qsLZ,Project PRJ_140_7MV,user_745_z6Llt,,已完成 / Done,中 / Medium,2025-12-30 09:23:47,,2026-01-28 01:03:57,,Auto generated task content.
1778,Task 1777 kXJ3O08h,Project PRJ_24_4Z0,user_597_EKiNi,,已完成 / Done,中 / Medium,2025-12-28 09:23:47,,2026-01-28 01:03:57,,Auto generated task content.
1779,Task 1778 FQPUvj9t,Project PRJ_140_7MV,user_796_vTI3N,,待处理 / To Do,中 / Medium,2026-01-21 09:23:47,,2026-01-28 01:03:57,,Auto generated task content.
1780,Task 1779 ozHZWjgH,Project PRJ_102_7TL,user_87_sh7RU,,待处理 / To Do,中 / Medium,2026-01-14 09:23:47,,2026-01-28 01:03:57,,Auto generated task content.
1781,Task 1780 8iJjDACk,Project PRJ_164_Z2W,user_195_koUVd,,待处理 / To Do,中 / Medium,2026-01-15 09:23:47,,2026-01-28 01:03:57,,Auto generated task content.
1782,Task 1781 cgIz9Wo7,Project PRJ_82_YNP,user_92_j0iaZ,,待处理 / To Do,中 / Medium,2026-01-18 09:23:47,,2026-01-28 01:03:57,,Auto generated task content.
1783,Task 1782 lkaLBbVr,Project PRJ_20_NGL,user_15_vF966,,待处理 / To Do,中 / Medium,2026-01-19 09:23:47,,2026-01-28 01:03:57,,Auto generated task content.
1784,Task 1783 7CBfpVd8,Project PRJ_142_IIK,user_17_CiLyR,,待处理 / To Do,中 / Medium,2026-01-08 09:23:47,,2026-01-28 01:03:57,,Auto generated task content.
1785,Task 1784 fK2CGakh,Project PRJ_61_PKV,user_859_MOAxr,,待处理 / To Do,中 / Medium,2026-01-21 09:23:47,,2026-01-28 01:03:57,,Auto generated task content.
1786,Task 1785 OSImAabb,Project PRJ_143_QL6,user_897_OlUJ0,,已完成 / Done,中 / Medium,2026-01-16 09:23:47,,2026-01-28 01:03:57,,Auto generated task content.
1788,Task 1787 iPchrkAF,Project PRJ_57_CU7,user_236_CpXxf,,待处理 / To Do,中 / Medium,2026-01-24 09:23:47,,2026-01-28 01:03:57,,Auto generated task content.
1790,Task 1789 TexNu6V0,Project PRJ_9_EIY,user_709_OptJM,,待处理 / To Do,中 / Medium,2026-01-22 09:23:47,,2026-01-28 01:03:57,,Auto generated task content.
1791,Task 1790 u4t5w0v1,Project PRJ_83_JB5,user_932_qN3Wp,,待处理 / To Do,中 / Medium,2025-12-31 09:23:47,,2026-01-28 01:03:57,,Auto generated task content.
1792,Task 1791 6UDXFi2t,Project PRJ_43_7V9,user_102_fyG9s,,待处理 / To Do,中 / Medium,2026-01-14 09:23:47,,2026-01-28 01:03:57,,Auto generated task content.
1793,Task 1792 gsuu2rBM,Project PRJ_27_XOD,user_17_CiLyR,,待处理 / To Do,中 / Medium,2026-01-12 09:23:47,,2026-01-28 01:03:57,,Auto generated task content.
1795,Task 1794 Pn2M5WzL,Project PRJ_88_5S0,user_494_UeaQz,,待处理 / To Do,中 / Medium,2026-01-04 09:23:47,,2026-01-28 01:03:57,,Auto generated task content.
1796,Task 1795 IpKvYcMe,Project PRJ_87_XV3,user_723_J6G9m,,待处理 / To Do,中 / Medium,2026-01-05 09:23:47,,2026-01-28 01:03:57,,Auto generated task content.
1797,Task 1796 SjlLSbsS,Project PRJ_147_DEZ,user_440_QClIc,,待处理 / To Do,中 / Medium,2026-01-08 09:23:47,,2026-01-28 01:03:57,,Auto generated task content.
1798,Task 1797 e3c87Iqz,Project PRJ_19_TOW,user_540_TOOuu,,已完成 / Done,中 / Medium,2026-01-08 09:23:47,,2026-01-28 01:03:57,,Auto generated task content.
1799,Task 1798 Lf3laFRq,Project PRJ_21_SIH,user_939_GmC5o,,进行中 / In Progress,中 / Medium,2026-01-24 09:23:47,,2026-01-28 01:03:57,,Auto generated task content.
1800,Task 1799 wOtCQHND,Project PRJ_169_MJY,user_992_LqB4b,,待处理 / To Do,中 / Medium,2026-01-14 09:23:47,,2026-01-28 01:03:57,,Auto generated task content.
1801,Task 1800 ZXE6CHFG,Project PRJ_158_NKV,user_967_y5OZ8,,待处理 / To Do,中 / Medium,2026-01-12 09:23:47,,2026-01-28 01:03:57,,Auto generated task content.
1802,Task 1801 BsYiVfx6,Project PRJ_103_M7T,user_900_Tc9oh,,待处理 / To Do,中 / Medium,2026-01-19 09:23:47,,2026-01-28 01:03:57,,Auto generated task content.
1803,Task 1802 bERQ1QkC,Project PRJ_47_JW4,user_179_wgwSM,,待处理 / To Do,中 / Medium,2026-01-09 09:23:47,,2026-01-28 01:03:57,,Auto generated task content.
1804,Task 1803 IkeNDpN9,Project PRJ_134_YNF,user_941_Yhjow,,待处理 / To Do,中 / Medium,2026-01-05 09:23:47,,2026-01-28 01:03:57,,Auto generated task content.
1805,Task 1804 CShZ5HuM,Project PRJ_116_VVB,user_426_Qs82M,,待处理 / To Do,中 / Medium,2026-01-03 09:23:47,,2026-01-28 01:03:57,,Auto generated task content.
1806,Task 1805 odix2UL5,Project PRJ_135_CGN,user_511_4RflN,,待处理 / To Do,中 / Medium,2026-01-19 09:23:47,,2026-01-28 01:03:57,,Auto generated task content.
1807,Task 1806 d0qBTKMk,Project PRJ_150_MCO,user_222_w0AkK,,待处理 / To Do,中 / Medium,2026-01-06 09:23:47,,2026-01-28 01:03:57,,Auto generated task content.
1808,Task 1807 Cw30l7G6,Project PRJ_158_NKV,user_866_a6lHj,,待处理 / To Do,中 / Medium,2026-01-17 09:23:47,,2026-01-28 01:03:57,,Auto generated task content.
1809,Task 1808 zGYm5WnV,Project PRJ_40_DBN,user_104_Vx0e1,,待处理 / To Do,中 / Medium,2026-01-23 09:23:47,,2026-01-28 01:03:57,,Auto generated task content.
1810,Task 1809 WTSoVECA,Project PRJ_193_NPX,user_84_kELm0,,已完成 / Done,中 / Medium,2026-01-02 09:23:47,,2026-01-28 01:03:57,,Auto generated task content.
1811,Task 1810 gjiN1NDN,Project PRJ_76_NK7,user_915_sZIA0,,待处理 / To Do,中 / Medium,2026-01-03 09:23:47,,2026-01-28 01:03:57,,Auto generated task content.
1812,Task 1811 9ZeinXnZ,Project PRJ_195_THX,user_243_ayWPA,,待处理 / To Do,中 / Medium,2025-12-31 09:23:47,,2026-01-28 01:03:57,,Auto generated task content.
1813,Task 1812 s5thmj8h,Project PRJ_174_VYL,user_932_qN3Wp,,待处理 / To Do,中 / Medium,2026-01-07 09:23:47,,2026-01-28 01:03:57,,Auto generated task content.
1814,Task 1813 31qpvK0h,Project PRJ_60_YMQ,user_745_z6Llt,,待处理 / To Do,中 / Medium,2026-01-01 09:23:47,,2026-01-28 01:03:57,,Auto generated task content.
1815,Task 1814 lUqiuikF,Project PRJ_46_CYU,user_885_rjTJ0,,待处理 / To Do,中 / Medium,2026-01-19 09:23:47,,2026-01-28 01:03:57,,Auto generated task content.
1816,Task 1815 YMeZgi7J,Project PRJ_0_9CW,user_844_IIPIs,,待处理 / To Do,中 / Medium,2026-01-08 09:23:47,,2026-01-28 01:03:57,,Auto generated task content.
1817,Task 1816 iW4J3Jjo,Project PRJ_66_9OF,user_685_h6GbL,,待处理 / To Do,中 / Medium,2026-01-21 09:23:47,,2026-01-28 01:03:57,,Auto generated task content.
1818,Task 1817 yzkUk1nR,Project PRJ_24_4Z0,user_125_zUGgy,,待处理 / To Do,中 / Medium,2026-01-07 09:23:47,,2026-01-28 01:03:57,,Auto generated task content.
1819,Task 1818 wvqPhzO1,Project PRJ_20_NGL,user_60_feXB5,,已完成 / Done,中 / Medium,2026-01-04 09:23:47,,2026-01-28 01:03:57,,Auto generated task content.
1820,Task 1819 Y2VxL76X,Project PRJ_125_YRS,user_546_dMUth,,待处理 / To Do,中 / Medium,2026-01-05 09:23:47,,2026-01-28 01:03:57,,Auto generated task content.
1821,Task 1820 ezrGyXbl,Project PRJ_16_IZT,user_391_XYne8,,待处理 / To Do,中 / Medium,2026-01-17 09:23:47,,2026-01-28 01:03:57,,Auto generated task content.
1822,Task 1821 Ju1TLPOL,Project PRJ_53_OPN,user_766_QNE0I,,待处理 / To Do,中 / Medium,2026-01-26 09:23:47,,2026-01-28 01:03:57,,Auto generated task content.
1823,Task 1822 h7c70I02,Project PRJ_113_ZK8,user_531_PaXBV,,待处理 / To Do,中 / Medium,2026-01-17 09:23:47,,2026-01-28 01:03:57,,Auto generated task content.
1824,Task 1823 SwfSis9a,Project PRJ_176_T4O,user_475_14Vug,,待处理 / To Do,中 / Medium,2026-01-11 09:23:47,,2026-01-28 01:03:57,,Auto generated task content.
1825,Task 1824 PwHl9RAY,Project PRJ_88_5S0,user_873_rPjM4,,待处理 / To Do,中 / Medium,2026-01-13 09:23:47,,2026-01-28 01:03:57,,Auto generated task content.
1826,Task 1825 cofwY3zW,Project PRJ_189_HPD,user_341_QGmj8,,待处理 / To Do,中 / Medium,2026-01-07 09:23:47,,2026-01-28 01:03:57,,Auto generated task content.
1827,Task 1826 jq6s3bLd,Project PRJ_114_FI0,user_805_q9KDS,,待处理 / To Do,中 / Medium,2026-01-16 09:23:47,,2026-01-28 01:03:57,,Auto generated task content.
1828,Task 1827 zpOlT7LE,Project PRJ_128_05J,user_728_hYA5b,,待处理 / To Do,中 / Medium,2026-01-14 09:23:47,,2026-01-28 01:03:57,,Auto generated task content.
1829,Task 1828 y9FwLQ3I,Project PRJ_152_N4S,user_509_kKAqG,,待处理 / To Do,中 / Medium,2026-01-20 09:23:47,,2026-01-28 01:03:57,,Auto generated task content.
1830,Task 1829 HuJPiMdm,Project PRJ_127_AFE,user_287_cDqme,,待处理 / To Do,中 / Medium,2026-01-21 09:23:47,,2026-01-28 01:03:57,,Auto generated task content.
1831,Task 1830 Ugpy6ZNu,Project PRJ_21_SIH,user_599_KJn4V,,已完成 / Done,中 / Medium,2026-01-17 09:23:47,,2026-01-28 01:03:57,,Auto generated task content.
1832,Task 1831 VUDW2z2z,Project PRJ_10_NWR,user_510_DuJWK,,待处理 / To Do,中 / Medium,2026-01-11 09:23:47,,2026-01-28 01:03:57,,Auto generated task content.
